Product ID,Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Payment Method,Rating,Reviews
P00021,20021,2025-10-15,Home Appliances,KitchenAid Pro 600 Stand Mixer,1,56601.82,56601.82,Apple Pay,5,Top-notch quality and performance. This has become an essential part of my daily life.
P00022,20022,2025-10-28,Home Appliances,KitchenAid Artisan 5-Qt Stand Mixer,6,43475.95,260855.70,PayPal,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P00023,20023,2025-11-28,Sports,Brooks Glycerin 21,1,16965.58,16965.58,Apple Pay,3,It's an okay product. Does the basics but nothing extraordinary. Decent for the price.
P00024,20024,2025-02-18,Home Appliances,Vitamix A3500 Ascent Blender,1,63916.30,63916.30,PayPal,0,Zero stars if I could. The product is completely unusable and a total waste of money.
P00025,20025,2025-07-26,Books,Educated by Tara Westover,6,1295.07,7770.42,Google Pay,4,Excellent product that does the job well. Only minor complaints.
P00026,20026,2025-09-25,Beauty Products,Fresh Sugar Lip Treatment,5,2410.26,12051.30,UPI,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P00027,20027,2025-12-26,Clothing,Patagonia R1 Air Fleece,1,16267.21,16267.21,Credit Card,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P00028,20028,2025-12-21,Sports,Hoka Clifton 10,2,14744.37,29488.74,Debit Card,0,A total failure. I had to throw it away after one use. Absolutely unacceptable.
P00029,20029,2025-06-06,Home Appliances,Weber Spirit II E-310 Gas Grill,2,53268.23,106536.46,PayPal,1,Very poor product. Nothing about it works as described. Total disappointment.
P00030,20030,2025-10-14,Beauty Products,Olaplex No.4 Bond Maintenance Shampoo,8,2913.18,23305.44,UPI,5,Best in its category! I've tried competitors and nothing comes close to this.
P00031,20031,2025-08-23,Clothing,Vuori Performance Joggers,1,9090.52,9090.52,Credit Card,3,Three stars because it's average. Does the job but doesn't wow me.
P00032,20032,2025-12-16,Sports,CAP Barbell Olympic Weight Set,1,28882.79,28882.79,Credit Card,0,Stay away from this product. It's a complete rip-off and doesn't work at all.
P00033,20033,2025-01-11,Books,The Housemaid's Secret by Freida McFadden,1,1103.53,1103.53,Credit Card,3,Middle of the pack. Not disappointed but not impressed either.
P00034,20034,2025-05-01,Beauty Products,Rare Beauty Soft Pinch Liquid Blush,1,2246.31,2246.31,PayPal,3,It's an okay product. Does the basics but nothing extraordinary. Decent for the price.
P00035,20035,2025-06-02,Clothing,H&M Oversized Hoodie,2,2501.01,5002.02,UPI,5,Best in its category! I've tried competitors and nothing comes close to this.
P00036,20036,2025-01-25,Books,Atomic Habits by James Clear,1,1160.34,1160.34,Credit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P00037,20037,2025-09-03,Beauty Products,Olaplex No. 3 Hair Perfector,6,2851.51,17109.06,PayPal,3,Three stars because it's average. Does the job but doesn't wow me.
P00038,20038,2025-12-18,Electronics,Sony WH-1000XM6 Headphones,3,43511.92,130535.76,PayPal,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P00039,20039,2025-08-02,Books,Holly by Stephen King,3,1644.92,4934.76,Credit Card,3,"Adequate for basic use. If you need something simple, this works fine."
P00040,20040,2025-03-25,Electronics,iPad Pro 13 M4,6,153610.66,921663.96,Google Pay,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P00041,20041,2025-10-05,Books,A Court of Thorns and Roses by Sarah J. Maas,3,1192.02,3576.06,Credit Card,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P00042,20042,2025-11-26,Home Appliances,GE Profile Opal Ice Maker 2.0,2,55923.35,111846.70,UPI,1,Complete waste of money. The product doesn't work as advertised at all.
P00043,20043,2025-12-06,Home Appliances,Dyson V12 Detect Vacuum,4,54342.73,217370.92,Apple Pay,3,"Adequate for basic use. If you need something simple, this works fine."
P00044,20044,2025-06-10,Electronics,Amazon Fire TV Stick 4K Max,1,6716.71,6716.71,UPI,2,Regret this purchase. The quality doesn't match the price tag at all.
P00045,20045,2025-05-16,Books,1984 by George Orwell,4,953.59,3814.36,PayPal,3,Decent product for the price. Nothing to write home about but it works.
P00046,20046,2025-11-22,Clothing,Lululemon Everywhere Belt Bag,4,3942.50,15770.00,Google Pay,2,Not satisfied with this purchase. The quality is noticeably lacking.
P00047,20047,2025-04-05,Sports,TRX All-in-One Suspension Trainer,3,15306.23,45918.69,UPI,2,Doesn't live up to the hype. Overpriced for what you actually get.
P00048,20048,2025-07-25,Home Appliances,LG WashTower Laundry Center,1,148776.11,148776.11,Credit Card,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P00049,20049,2025-04-27,Beauty Products,Glow Recipe Avocado Melt Retinol Eye Cream,1,4023.85,4023.85,Credit Card,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P00050,20050,2025-12-06,Beauty Products,Anastasia Beverly Hills Brow Wiz,1,2379.62,2379.62,UPI,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P00051,20051,2025-03-21,Electronics,MacBook Air 15 M3,2,139615.50,279231.00,Credit Card,5,Life-changing product! I can't imagine going back to anything else now.
P00052,20052,2025-04-14,Electronics,PlayStation 5 Slim,2,55392.88,110785.76,Apple Pay,4,Really happy with this. Does exactly what it says and the quality is very good.
P00053,20053,2025-10-16,Home Appliances,Breville Smart Oven Air Fryer Pro,3,48305.02,144915.06,UPI,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P00054,20054,2025-03-24,Home Appliances,Lodge Cast Iron Skillet 12-inch,1,3034.61,3034.61,PayPal,3,Three stars because it's average. Does the job but doesn't wow me.
P00055,20055,2025-11-28,Beauty Products,La Roche-Posay Anthelios UV Mune 400,1,2144.54,2144.54,Credit Card,3,Acceptable quality but there's room for improvement. I've seen better and worse.
P00056,20056,2025-06-18,Electronics,Garmin Fenix 8,1,98493.69,98493.69,UPI,4,Really happy with this. Does exactly what it says and the quality is very good.
P00057,20057,2025-02-21,Electronics,MacBook Pro 16 M4,8,248635.66,1989085.28,Apple Pay,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P00058,20058,2025-10-06,Home Appliances,Shark Steam Mop S7000,6,15104.86,90629.16,Credit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P00059,20059,2025-04-12,Electronics,Kindle Colorsoft,1,22697.08,22697.08,UPI,4,Really happy with this. Does exactly what it says and the quality is very good.
P00060,20060,2025-07-01,Clothing,Everlane The Way-High Drape Pant,1,9884.88,9884.88,Google Pay,5,Top-notch quality and performance. This has become an essential part of my daily life.
P00061,20061,2025-12-08,Beauty Products,The Ordinary Hyaluronic Acid 2%,1,666.49,666.49,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00062,20062,2025-05-09,Electronics,Apple Watch SE 2nd Gen,3,25763.36,77290.08,PayPal,4,Four stars because it's very good but not perfect. Still a great buy overall.
P00063,20063,2025-11-24,Clothing,Ray-Ban Wayfarer Classic,2,14266.28,28532.56,Google Pay,2,Two stars because it works sometimes but is unreliable. Expected better.
P00064,20064,2025-04-23,Clothing,H&M Linen Blend Shirt,4,2935.77,11743.08,Credit Card,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P00065,20065,2025-04-11,Beauty Products,ILIA Limitless Lash Mascara,1,2873.99,2873.99,UPI,3,"Mixed feelings about this. Some features are good, others could use improvement."
P00066,20066,2025-06-15,Books,The Wager by David Grann,1,1621.00,1621.00,Debit Card,2,Below average. Several issues that make it hard to recommend to others.
P00067,20067,2025-10-10,Books,Spare by Prince Harry,4,1847.58,7390.32,Credit Card,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P00068,20068,2025-07-08,Beauty Products,Glossier Boy Brow,3,1850.52,5551.56,Debit Card,1,Do not buy this. The quality is abysmal and it doesn't deliver on any promises.
P00069,20069,2025-11-03,Beauty Products,Paula's Choice 2% BHA Liquid Exfoliant,6,3178.20,19069.20,Credit Card,4,Very satisfied customer. The product is well-designed and performs reliably.
P00070,20070,2025-02-01,Electronics,Lenovo ThinkPad X1 Carbon Gen 12,2,167681.66,335363.32,Google Pay,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P00071,20071,2025-09-19,Electronics,Samsung Galaxy S24,1,86933.13,86933.13,Credit Card,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P00072,20072,2025-12-01,Books,Dune by Frank Herbert,5,1329.09,6645.45,PayPal,2,Falls short of expectations. The materials feel cheap and it's overpriced.
P00073,20073,2025-05-06,Sports,Brooks Glycerin 21,1,16239.04,16239.04,PayPal,2,Doesn't live up to the hype. Overpriced for what you actually get.
P00074,20074,2025-09-03,Home Appliances,Shark Steam Mop S7000,8,14666.24,117329.92,PayPal,2,Falls short of expectations. The materials feel cheap and it's overpriced.
P00075,20075,2025-03-24,Beauty Products,Glossier Boy Brow,4,1754.32,7017.28,Google Pay,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P00076,20076,2025-09-07,Books,Happy Place by Emily Henry,1,1135.25,1135.25,Debit Card,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P00077,20077,2025-07-05,Home Appliances,KitchenAid Artisan Mini Stand Mixer,1,31922.87,31922.87,Debit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P00078,20078,2025-09-03,Home Appliances,LG WashTower Laundry Center,2,153274.02,306548.04,UPI,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P00079,20079,2025-11-13,Beauty Products,NARS Radiant Creamy Concealer,4,3065.09,12260.36,Debit Card,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P00080,20080,2025-02-07,Electronics,AirPods Pro 2nd Gen,4,24499.05,97996.20,Debit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P00081,20081,2025-10-06,Beauty Products,Charlotte Tilbury Flawless Filter,3,4281.11,12843.33,UPI,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P00082,20082,2025-12-07,Clothing,Adidas Gazelle,1,9993.15,9993.15,Credit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P00083,20083,2025-07-20,Clothing,Zara High-Waisted Trousers,1,4454.40,4454.40,Apple Pay,3,Middle of the pack. Not disappointed but not impressed either.
P00084,20084,2025-12-08,Home Appliances,Breville Smart Oven Air Fryer Pro,4,50411.23,201644.92,UPI,4,High quality and durable. Would buy again without hesitation.
P00085,20085,2025-12-20,Clothing,Zara Pleated Maxi Dress,2,8136.05,16272.10,Debit Card,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P00086,20086,2025-09-12,Electronics,Samsung 65 The Frame TV,1,192636.31,192636.31,Debit Card,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P00087,20087,2025-08-27,Clothing,Dr. Martens 1461 Shoes,1,13709.74,13709.74,Debit Card,2,Regret this purchase. The quality doesn't match the price tag at all.
P00088,20088,2025-01-11,Books,The Da Vinci Code by Dan Brown,1,1546.44,1546.44,PayPal,3,It's fine. Does what it's supposed to do without any standout features.
P00089,20089,2025-06-28,Beauty Products,La Roche-Posay Anthelios UV Mune 400,2,2167.68,4335.36,PayPal,2,Doesn't live up to the hype. Overpriced for what you actually get.
P00090,20090,2025-04-07,Clothing,Everlane The Cashmere Crew,1,11673.17,11673.17,Debit Card,1,Extremely dissatisfied. The product stopped working within the first week.
P00091,20091,2025-06-19,Home Appliances,Ember Temperature Control Mug 2,2,17041.17,34082.34,UPI,0,Do not waste your money. This is the worst product I have ever purchased.
P00092,20092,2025-06-05,Electronics,Nintendo Switch OLED,3,36244.60,108733.80,PayPal,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P00093,20093,2025-10-25,Electronics,Google Pixel 9,2,80124.00,160248.00,PayPal,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P00094,20094,2025-08-09,Clothing,Patagonia Better Sweater Fleece,1,13770.89,13770.89,Apple Pay,5,Best in its category! I've tried competitors and nothing comes close to this.
P00095,20095,2025-04-21,Electronics,Samsung Galaxy Tab S9 FE,2,44187.06,88374.12,Debit Card,0,Zero stars if I could. The product is completely unusable and a total waste of money.
P00096,20096,2025-07-26,Electronics,Apple Watch Ultra 2,6,80293.25,481759.50,PayPal,0,Completely defective. The product doesn't function at all and feels like a toy.
P00097,20097,2025-11-18,Electronics,MacBook Air 13 M2,1,102523.06,102523.06,Credit Card,4,Great build quality and feels premium. Would recommend to friends and family.
P00098,20098,2025-07-15,Books,A Court of Thorns and Roses by Sarah J. Maas,3,1142.70,3428.10,Credit Card,3,Works as described but nothing special. Fair value for what you pay.
P00099,20099,2025-12-14,Home Appliances,Ninja Foodi 14-in-1 Pressure Cooker,5,28949.73,144748.65,Debit Card,4,Very satisfied customer. The product is well-designed and performs reliably.
P00100,20100,2025-01-27,Sports,Yeti Rambler 46 oz Bottle,4,4418.73,17674.92,PayPal,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00101,20101,2025-08-28,Clothing,Allbirds Tree Runners Go,6,9498.68,56992.08,PayPal,5,Top-notch quality and performance. This has become an essential part of my daily life.
P00102,20102,2025-10-05,Sports,Garmin Fenix 8 Solar,6,102197.51,613185.06,UPI,2,The product has issues that shouldn't exist at this price point. Very underwhelming.
P00103,20103,2025-11-22,Clothing,Asics Gel-Kayano 14,8,12744.69,101957.52,Debit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P00104,20104,2025-06-14,Sports,Yeti Rambler 20 oz Tumbler,10,3617.88,36178.80,UPI,4,Excellent product that does the job well. Only minor complaints.
P00105,20105,2025-03-01,Sports,Brooks Ghost 16 Running Shoes,1,14110.82,14110.82,PayPal,1,Very poor product. Nothing about it works as described. Total disappointment.
P00106,20106,2025-11-06,Beauty Products,La Mer Moisturizing Cream 60ml,5,18597.23,92986.15,Apple Pay,4,Works great and looks good too. Very pleased with this purchase overall.
P00107,20107,2025-03-09,Clothing,Allbirds Wool Runners,4,10085.08,40340.32,Debit Card,4,Good value for money. The product is well-made and serves its purpose perfectly.
P00108,20108,2025-10-16,Beauty Products,Anastasia Beverly Hills Brow Wiz,1,2314.11,2314.11,Apple Pay,3,"Not bad, not great. It's a functional product that does what it claims."
P00109,20109,2025-09-17,Clothing,Columbia Newton Ridge Hiking Boots,2,9052.90,18105.80,Credit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P00110,20110,2025-11-13,Clothing,Lululemon Wunder Train Leggings,4,9825.06,39300.24,Apple Pay,0,Worst quality I've ever seen. Broke immediately and the company ghosted me. Terrible.
P00111,20111,2025-02-08,Beauty Products,Morphe 35O Nature Glow Palette,4,2651.07,10604.28,Google Pay,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00112,20112,2025-10-08,Clothing,Canada Goose HyBridge Base Hoody,1,38108.13,38108.13,Credit Card,5,Best in its category! I've tried competitors and nothing comes close to this.
P00113,20113,2025-06-24,Home Appliances,Weber Genesis E-435 Gas Grill,1,89940.61,89940.61,PayPal,3,Three stars because it's average. Does the job but doesn't wow me.
P00114,20114,2025-06-28,Sports,Nike Alphafly 3,1,30928.25,30928.25,PayPal,3,Works as described but nothing special. Fair value for what you pay.
P00115,20115,2025-07-12,Sports,Garmin Fenix 8 Solar,5,103536.88,517684.40,Credit Card,4,High quality and durable. Would buy again without hesitation.
P00116,20116,2025-10-16,Beauty Products,SK-II Facial Treatment Essence,2,11924.01,23848.02,UPI,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P00117,20117,2025-07-22,Books,A Gentleman in Moscow by Amor Towles,1,1027.14,1027.14,Credit Card,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P00118,20118,2025-11-24,Home Appliances,KitchenAid 5-Speed Blender,1,8171.15,8171.15,Debit Card,4,Excellent product that does the job well. Only minor complaints.
P00119,20119,2025-12-28,Electronics,iPhone 16 Pro Max,1,181177.16,181177.16,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00120,20120,2025-11-09,Electronics,Samsung Galaxy S23 FE,1,56989.93,56989.93,Credit Card,2,Disappointing quality for the price. Expected much better based on the description.
P00121,20121,2025-04-20,Home Appliances,Breville Oracle Jet,1,203951.63,203951.63,PayPal,4,High quality and durable. Would buy again without hesitation.
P00122,20122,2025-05-12,Clothing,Zara Pleated Maxi Dress,6,7886.23,47317.38,UPI,5,Best in its category! I've tried competitors and nothing comes close to this.
P00123,20123,2025-02-19,Electronics,Dell XPS 14 Laptop,4,124082.02,496328.08,Credit Card,2,Doesn't live up to the hype. Overpriced for what you actually get.
P00124,20124,2025-12-10,Clothing,Ray-Ban Aviator Classic,1,15452.40,15452.40,Credit Card,4,Good value for money. The product is well-made and serves its purpose perfectly.
P00125,20125,2025-11-16,Sports,Nike Yoga Mat Premium,2,6174.91,12349.82,UPI,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P00126,20126,2025-05-01,Books,To Kill a Mockingbird by Harper Lee,3,1333.72,4001.16,Credit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P00127,20127,2025-06-11,Sports,TriggerPoint GRID Foam Roller,1,3439.72,3439.72,UPI,4,Very satisfied customer. The product is well-designed and performs reliably.
P00128,20128,2025-11-22,Clothing,Patagonia Baggies Shorts 5-inch,5,5080.86,25404.30,Debit Card,5,Best in its category! I've tried competitors and nothing comes close to this.
P00129,20129,2025-02-03,Sports,Gaiam Premium Yoga Mat 6mm,1,2656.44,2656.44,Apple Pay,0,Horrible experience. The item never arrived properly and support was useless.
P00130,20130,2025-01-05,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,3406.87,3406.87,PayPal,2,Disappointing quality for the price. Expected much better based on the description.
P00131,20131,2025-12-11,Home Appliances,KitchenAid Artisan Mini Stand Mixer,1,32893.76,32893.76,PayPal,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P00132,20132,2025-08-22,Electronics,Google Pixel 9 Pro XL,3,106868.90,320606.70,UPI,0,The worst product I've ever owned. Nothing works and the quality is nonexistent.
P00133,20133,2025-03-05,Clothing,Nike Vomero 17,3,14077.65,42232.95,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00134,20134,2025-01-09,Books,Dune by Frank Herbert,6,1323.53,7941.18,Debit Card,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P00135,20135,2025-01-19,Sports,Fitbit Inspire 3,1,9981.71,9981.71,Apple Pay,5,Life-changing product! I can't imagine going back to anything else now.
P00136,20136,2025-11-28,Home Appliances,Samsung Bespoke French Door Fridge,1,198750.39,198750.39,Debit Card,4,Works great and looks good too. Very pleased with this purchase overall.
P00137,20137,2025-12-07,Books,Circe by Madeline Miller,8,1330.11,10640.88,UPI,4,Four stars because it's very good but not perfect. Still a great buy overall.
P00138,20138,2025-04-11,Books,The Hobbit by J.R.R. Tolkien,4,1064.30,4257.20,Debit Card,3,It's an okay product. Does the basics but nothing extraordinary. Decent for the price.
P00139,20139,2025-03-07,Clothing,Levi's 501 Original Jeans,5,6954.98,34774.90,Debit Card,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P00140,20140,2025-04-04,Electronics,Garmin Epix Pro,1,86440.61,86440.61,UPI,2,Subpar performance and build quality. I've had much better products in this category.
P00141,20141,2025-11-06,Books,Educated by Tara Westover,1,1272.15,1272.15,PayPal,4,Excellent product that does the job well. Only minor complaints.
P00142,20142,2025-07-03,Clothing,Everlane The Way-High Drape Pant,1,9651.81,9651.81,UPI,3,Three stars because it's average. Does the job but doesn't wow me.
P00143,20143,2025-04-07,Electronics,Dell XPS 13 Plus,2,108283.92,216567.84,PayPal,5,Best in its category! I've tried competitors and nothing comes close to this.
P00144,20144,2025-02-28,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,3311.72,3311.72,Credit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P00145,20145,2025-11-06,Home Appliances,Vitamix A3500 Ascent Blender,1,65555.40,65555.40,Debit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P00146,20146,2025-02-08,Home Appliances,Breville Smart Oven Air Fryer Pro,5,50969.37,254846.85,Debit Card,5,Life-changing product! I can't imagine going back to anything else now.
P00147,20147,2025-06-20,Books,A Gentleman in Moscow by Amor Towles,2,1060.31,2120.62,UPI,4,Great product with excellent features. Just a few small things keep it from being perfect.
P00148,20148,2025-08-24,Books,The Alchemist by Paulo Coelho,2,920.89,1841.78,Credit Card,2,The product has issues that shouldn't exist at this price point. Very underwhelming.
P00149,20149,2025-09-04,Electronics,Nintendo Switch OLED,1,36024.41,36024.41,Debit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00150,20150,2025-12-17,Electronics,Fujifilm X100VI,2,158866.29,317732.58,PayPal,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P00151,20151,2025-05-06,Sports,Hyperice Venom 2 Back Massager,1,20545.21,20545.21,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00152,20152,2025-11-24,Home Appliances,Our Place Always Pan,1,15435.50,15435.50,PayPal,2,Subpar performance and build quality. I've had much better products in this category.
P00153,20153,2025-08-15,Home Appliances,iRobot Roomba j9+,1,70869.68,70869.68,Credit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P00154,20154,2025-04-17,Beauty Products,Tatcha The Water Cream,1,6956.47,6956.47,UPI,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P00155,20155,2025-09-15,Home Appliances,Shark Matrix Robot Vacuum,1,35241.85,35241.85,Credit Card,4,Good value for money. The product is well-made and serves its purpose perfectly.
P00156,20156,2025-01-12,Electronics,Samsung Galaxy S25 Ultra,4,138544.48,554177.92,PayPal,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P00157,20157,2025-08-05,Clothing,Aritzia Tna Butter Hoodie,4,6679.89,26719.56,UPI,5,Top-notch quality and performance. This has become an essential part of my daily life.
P00158,20158,2025-04-27,Electronics,Google Pixel 9 Pro,4,91885.66,367542.64,Debit Card,3,Acceptable quality but there's room for improvement. I've seen better and worse.
P00159,20159,2025-05-17,Clothing,Columbia Newton Ridge Hiking Boots,4,9261.35,37045.40,Credit Card,0,Unbelievably bad. The product arrived broken and nobody would help me resolve it.
P00160,20160,2025-02-19,Beauty Products,CeraVe Moisturizing Cream,2,1949.29,3898.58,Apple Pay,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P00161,20161,2025-01-04,Electronics,Dyson Airwrap Multi-Styler,3,60888.41,182665.23,UPI,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00162,20162,2025-08-26,Electronics,Dell XPS 13 Plus,1,108869.52,108869.52,PayPal,4,Good value for money. The product is well-made and serves its purpose perfectly.
P00163,20163,2025-12-24,Electronics,iPad Air 13 M2,1,80473.69,80473.69,Debit Card,4,Excellent product that does the job well. Only minor complaints.
P00164,20164,2025-06-20,Electronics,Anker 737 Power Bank 120W,1,10836.74,10836.74,UPI,2,Below average. Several issues that make it hard to recommend to others.
P00165,20165,2025-12-27,Clothing,Lululemon Wunder Train Leggings,4,9521.09,38084.36,Debit Card,1,Complete waste of money. The product doesn't work as advertised at all.
P00166,20166,2025-06-17,Clothing,Nike Sportswear Club Fleece,2,4106.03,8212.06,Apple Pay,3,"Adequate for basic use. If you need something simple, this works fine."
P00167,20167,2025-09-24,Home Appliances,iRobot Roomba Combo j5+,1,50871.23,50871.23,PayPal,4,High quality and durable. Would buy again without hesitation.
P00168,20168,2025-04-12,Sports,TRX All-in-One Suspension Trainer,1,14480.82,14480.82,Debit Card,5,Best in its category! I've tried competitors and nothing comes close to this.
P00169,20169,2025-07-18,Electronics,Samsung Galaxy S23 FE,1,56555.74,56555.74,Debit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00170,20170,2025-12-15,Beauty Products,Paula's Choice 2% BHA Liquid Exfoliant,5,3167.12,15835.60,Credit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P00171,20171,2025-04-21,Clothing,Aritzia Super Puff Shorty,1,25196.21,25196.21,Apple Pay,4,Four stars because it's very good but not perfect. Still a great buy overall.
P00172,20172,2025-09-23,Electronics,Samsung Galaxy Tab S10 Ultra,2,110537.14,221074.28,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P00173,20173,2025-06-13,Sports,Wilson Clash 100 Tennis Racket,1,25688.72,25688.72,Debit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
